name,NetWorth_billions,Country,Source,Rank,Age,Industry,company_founded,company_relationship,company_type,demographics_gender,location_region,wealth_type,wealth_how_category,wealth_how_industry,wealth_how_inherited
Stephen Jarislowsky,1.8,Canada,money management,1750,95,Finance & Investments,1955,founder,new,male,North America,self-made finance,Financial,Money Management,not inherited
Dmitry Kamenshchik,1.8,Russia,airport,1750,52,Service,1964,chairman,privatization,male,Europe,privatized and resources,Financial,Real Estate,not inherited
Ihor Kolomoyskyy,1.8,Ukraine,"banking, investments",1750,58,Diversified,1992,owner,new,male,Europe,self-made finance,Financial,Money Management,not inherited
Marc Lasry,1.8,United States,hedge funds,1750,60,Finance & Investments,1995,founder,new,male,North America,self-made finance,Financial,Hedge funds,not inherited
Lei Jufang,1.8,China,pharmaceuticals,1750,68,Healthcare,1993,founder,new,female,East Asia,founder non-finance,New Sectors,Technology-Medical,not inherited
Wolfgang Leitner,1.8,Austria,engineering,1750,68,Construction & Engineering,1852,president and ceo,new,male,Europe,executive,0,Other,not inherited
Vincent Lo,1.8,Hong Kong,real estate,1750,72,Real Estate,1971,founder,new,male,East Asia,self-made finance,Financial,Real Estate,not inherited
Joao Roberto Marinho,1.8,Brazil,media,1750,67,Media & Entertainment,1925,relation,new,male,Latin America,inherited,Non-Traded Sectors,Media,father
Jose Roberto Marinho,1.8,Brazil,media,1750,65,Media & Entertainment,1925,relation,new,male,Latin America,inherited,Non-Traded Sectors,Media,father
Miao Shouliang,1.8,China,real estate,1750,66,Real Estate,0,,new,male,East Asia,self-made finance,Financial,Real Estate,not inherited
Kazuo Okada,1.8,Japan,casinos,1750,78,Gambling & Casinos,1973,founder,new,male,East Asia,self-made finance,Financial,Real Estate,not inherited
Husnu Ozyegin,1.8,Turkey,"finance, diversified",1750,76,Finance & Investments,1987,founder,new,male,Middle East/North Africa,self-made finance,Financial,Money Management,not inherited
Tor Peterson,1.8,United States,commodities,1750,56,Metals & Mining,1974,employee,new,male,North America,privatized and resources,Resource Related,Mining and metals,not inherited
Alvaro Saieh Bendeck,1.8,Chile,banking,1750,71,Finance & Investments,1871,Chairman,new,male,Latin America,self-made finance,Financial,Money Management,not inherited
Leonard Schleifer,1.8,United States,pharmaceuticals,1750,68,Healthcare,1988,founder,new,male,North America,founder non-finance,New Sectors,Technology-Medical,not inherited
Shi Wen-long,1.8,Taiwan,plastics,1750,93,Manufacturing,1960,founder,new,male,East Asia,founder non-finance,Traded Sectors,Non-consumer industrial,not inherited
Sun Guangxin,1.8,China,diversified,1750,58,Diversified,1989,founder,new,male,East Asia,self-made finance,Financial,Diversified financial,not inherited
Henry Swieca,1.8,United States,hedge funds,1750,63,Finance & Investments,1992,founder,new,male,North America,self-made finance,Financial,Hedge funds,not inherited
Torbjorn Tornqvist,1.8,Sweden,oil trading,1750,67,Energy,1997,founder,new,male,Europe,privatized and resources,Resource Related,Energy,not inherited
Martin Viessmann,1.8,Germany,heating and cooling equipment,1750,67,Manufacturing,1917,relation,new,male,Europe,inherited,Traded Sectors,Non-consumer industrial,3rd generation
Vasily Anisimov,1.7,Russia,real estate,1833,69,Metals & Mining,1999,investor,new,male,Europe,privatized and resources,Resource Related,Mining and metals,not inherited
Nicolas Berggruen,1.7,United States,investments,1833,59,Finance & Investments,1988,founder,new,male,North America,self-made finance,Financial,Diversified financial,not inherited
Henadiy Boholyubov,1.7,Ukraine,"banking, investments",1833,59,Diversified,1992,owner,new,male,Europe,self-made finance,Financial,Money Management,not inherited
Peter Buck,1.7,United States,Subway sandwich shops,1833,90,Food & Beverage,1965,founder,new,male,North America,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
Richard Chang,1.7,Taiwan,"real estate, electronics",1833,74,Real Estate,1984,founder,new,male,East Asia,self-made finance,Financial,Real Estate,not inherited
Henry Engelhardt,1.7,United States,insurance,1833,63,Finance & Investments,1993,founder,new,male,North America,self-made finance,Financial,Money Management,not inherited
Paul Foster,1.7,United States,oil refining,1833,63,Energy,1997,founder,new,male,North America,privatized and resources,Resource Related,Energy,not inherited
Bernd Freier,1.7,Germany,fashion retail,1833,64,Fashion & Retail,1969,founder,new,male,Europe,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
Christopher Goldsbury,1.7,United States,salsa,1833,78,Food & Beverage,1947,relation,new,male,North America,inherited,Traded Sectors,Consumer,father
Christoph Henkel,1.7,Germany,consumer goods,1833,63,Fashion & Retail,1876,relation,new,male,Europe,inherited,Traded Sectors,Consumer,father
Sergei Katsiev,1.7,Russia,"retail, wholesale",1833,63,Fashion & Retail,1998,founder,new,male,Europe,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
Kagemasa Kozuki,1.7,Japan,video games,1833,80,Technology,1969,founder,new,male,East Asia,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
Edward Lampert,1.7,United States,Sears,1833,58,Finance & Investments,1988,founder,new,male,North America,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
Gary Michelson,1.7,United States,medical patents,1833,72,Healthcare,1949,inventor,new,male,North America,executive,New Sectors,Technology-Medical,not inherited
Jorge Perez,1.7,United States,real estate,1833,71,Real Estate,1979,founder,new,male,North America,self-made finance,Financial,Real Estate,not inherited
Theodore Rachmat,1.7,Indonesia,diversified,1833,77,Diversified,1998,founder,new,male,East Asia,self-made finance,Financial,Diversified financial,not inherited
Fernando Roig,1.7,Spain,supermarkets,1833,73,Fashion & Retail,1977,relation,new,male,Europe,inherited,Non-Traded Sectors,"Retail, Restaurant",father
Sheryl Sandberg,1.7,United States,Facebook,1833,51,Technology,2004,COO,new,female,North America,executive,New Sectors,Technology-Computer,not inherited
Shao Genhuo,1.7,China,agribusiness,1833,55,Food & Beverage,1994,founder,new,male,East Asia,founder non-finance,Traded Sectors,Consumer,not inherited
Pavel Tykac,1.7,Czechia,coal mines,1833,56,Metals & Mining,1995,investor,new,male,Europe,privatized and resources,Resource Related,Mining and metals,not inherited
Rufino Vigil Gonzalez,1.7,Mexico,steel,1833,72,Metals & Mining,1991,founder,new,male,Latin America,privatized and resources,Resource Related,Non-consumer industrial,not inherited
Wang Junmin,1.7,China,pharmaceuticals,1833,52,Healthcare,2000,founder,new,male,East Asia,founder non-finance,New Sectors,Technology-Medical,not inherited
Charlotte Colket Weber,1.7,United States,Campbell Soup,1833,78,Food & Beverage,1869,relation,aquired,female,North America,inherited,Traded Sectors,Consumer,3rd generation
Patricia Angelini Rossi,1.6,Chile,"forestry, mining",1931,67,Diversified,1955,relation,new,female,Latin America,inherited,Resource Related,Mining and metals,father
Domenico Dolce,1.6,Italy,luxury goods,1931,62,Fashion & Retail,1987,founder,new,male,Europe,founder non-finance,Traded Sectors,Consumer,not inherited
Alfredo Egydio Arruda Villela Filho,1.6,Brazil,banking,1931,51,Finance & Investments,1966,relation,new,male,Latin America,inherited,Financial,Money Management,father
Stefano Gabbana,1.6,Italy,luxury goods,1931,58,Fashion & Retail,1987,founder,new,male,Europe,founder non-finance,Traded Sectors,Consumer,not inherited
Alexandre Grendene Bartelle,1.6,Brazil,shoes,1931,71,Fashion & Retail,1971,founder,new,male,Latin America,founder non-finance,Traded Sectors,Consumer,not inherited
Asok Kumar Hiranandani,1.6,Singapore,real estate,1931,66,Real Estate,1947,relation,new,male,East Asia,inherited,Financial,Real Estate,father
William Koch,1.6,United States,"oil, investments",1931,80,Energy,1940,relation,new,male,North America,inherited,Resource Related,Energy,father
Manuel Lao Hernandez,1.6,Spain,casinos,1931,76,Gambling & Casinos,1978,founder,new,male,Europe,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
Michael Lee-Chin,1.6,Canada,mutual funds,1931,70,Finance & Investments,1950,relation,new,male,North America,inherited,Financial,Hedge funds,father
Catherine Lozick,1.6,United States,valve manufacturing,1931,75,Manufacturing,1947,relation,new,female,North America,inherited,Traded Sectors,Non-consumer industrial,father
Gary Magness,1.6,United States,"cable TV, investments",1931,67,Media & Entertainment,1968,relation,new,male,North America,inherited,Non-Traded Sectors,Media,father
Massimo Moratti,1.6,Italy,oil refinery,1931,75,Energy,1962,relation,new,male,Europe,inherited,Resource Related,Energy,father
Rubens Ometto Silveira Mello,1.6,Brazil,"sugar, ethanol",1931,71,Energy,1936,chairman,aquired,male,Latin America,privatized and resources,Resource Related,Energy,not inherited
Nelson Peltz,1.6,United States,investments,1931,78,Finance & Investments,2005,founder,new,male,North America,self-made finance,Financial,Diversified financial,not inherited
Petro Poroshenko,1.6,Ukraine,confectionery,1931,55,Food & Beverage,1993,founder,privatization,male,Europe,privatized and resources,Traded Sectors,Consumer,not inherited
Francisco Jose Riberas Mera,1.6,Spain,"steel, autoparts",1931,56,Manufacturing,1958,relation,new,male,Europe,inherited,Resource Related,Non-consumer industrial,father
Juan Maria Riberas Mera,1.6,Spain,"steel, investments",1931,52,Metals & Mining,1958,relation,new,male,Europe,inherited,Resource Related,Non-consumer industrial,father
Deniz Sahenk,1.6,Turkey,diversified,1931,75,Diversified,1951,relation,new,female,Middle East/North Africa,inherited,Financial,Money Management,spouse/widow
Leonid Simanovsky,1.6,Russia,investments,1931,71,Finance & Investments,1994,founder,new,male,Europe,self-made finance,Financial,Diversified financial,not inherited
Peter Sperling,1.6,United States,education,1931,61,Service,1973,relation,new,male,North America,inherited,0,Other,father
Sun Weijie,1.6,China,oilfield equipment,1931,57,Manufacturing,1997,founder and chairman,new,male,East Asia,founder non-finance,Traded Sectors,Non-consumer industrial,not inherited
Harindarpal Banga,1.5,India,commodities,2035,70,Finance & Investments,1986,Vice Chairman,new,male,South Asia,privatized and resources,Resource Related,Mining and metals,not inherited
Alex Beard,1.5,United Kingdom,"mining, commodities",2035,53,Metals & Mining,1974,leadership,new,male,Europe,privatized and resources,Resource Related,Mining and metals,not inherited
Paolo Bulgari,1.5,Italy,luxury goods,2035,83,Fashion & Retail,1884,relation,new,male,Europe,inherited,Traded Sectors,Consumer,5th generation or longer
Ron Burkle,1.5,United States,"supermarkets, investments",2035,68,Finance & Investments,1986,founder,new,male,North America,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
Ahmet Calik,1.5,Turkey,"energy, banking, construction",2035,63,Diversified,1981,relation,new,male,Middle East/North Africa,privatized and resources,Resource Related,Energy,not inherited
Steve Case,1.5,United States,AOL,2035,62,Technology,1985,Chairman and Chief Executive Officer,new,male,North America,executive,New Sectors,Technology-Computer,not inherited
Alberto Cortina,1.5,Spain,investments,2035,75,Finance & Investments,1952,owner,aquired,male,Europe,self-made finance,Financial,Diversified financial,not inherited
Bharat Desai,1.5,United States,IT consulting,2035,68,Technology,1980,founder,new,male,North America,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
John Farber,1.5,United States,chemicals,2035,95,Manufacturing,1950,founder,new,male,North America,founder non-finance,Traded Sectors,Non-consumer industrial,not inherited
Alan Gerry,1.5,United States,cable television,2035,92,Media & Entertainment,1956,founder,new,male,North America,founder non-finance,Non-Traded Sectors,Media,not inherited
Esther Grether,1.5,Switzerland,art collection,2035,85,Fashion & Retail,1899,relation,new,female,Europe,inherited,Traded Sectors,Consumer,spouse/widow
Bill Gross,1.5,United States,investments,2035,76,Finance & Investments,1971,founder,new,male,North America,self-made finance,Financial,Diversified financial,not inherited
Huang Wen Tsai,1.5,China,real estate,2035,67,Real Estate,1996,founder,new,male,East Asia,self-made finance,Financial,Real Estate,not inherited
Seth Klarman,1.5,United States,investments,2035,63,Finance & Investments,1982,founder,new,male,North America,self-made finance,Financial,Diversified financial,not inherited
Pyotr Kondrashev,1.5,Russia,investments,2035,71,Manufacturing,1925,CEO,privatization,male,Europe,privatized and resources,Traded Sectors,Consumer,not inherited
James Leininger,1.5,United States,medical products,2035,76,Healthcare,1976,founder,new,male,North America,founder non-finance,New Sectors,Technology-Medical,not inherited
Youssef Mansour,1.5,Egypt,diversified,2035,75,Diversified,1952,relation,new,male,Middle East/North Africa,inherited,Financial,Diversified financial,father
Billy Joe (Red) McCombs,1.5,United States,"real estate, oil, cars, sports",2035,93,Diversified,1953,founder,new,male,North America,self-made finance,Financial,Real Estate,not inherited
Marius Nacht,1.5,Israel,software,2035,55,Technology,1993,founder,new,male,Middle East/North Africa,founder non-finance,New Sectors,Technology-Computer,not inherited
Ezra Nahmad,1.5,Monaco,art,2035,75,Finance & Investments,1960,founder,new,male,Europe,founder non-finance,0,Other,not inherited
Lirio Parisotto,1.5,Brazil,investments,2035,67,Finance & Investments,1988,founder,new,male,Latin America,self-made finance,Financial,Diversified financial,not inherited
Mark Pincus,1.5,United States,online games,2035,55,Technology,2007,founder,new,male,North America,founder non-finance,New Sectors,Technology-Computer,not inherited
Helena Revoredo,1.5,Spain,security services,2035,74,Service,1976,relation,new,female,Europe,inherited,Financial,Money Management,spouse/widow
Fayez Sarofim,1.5,United States,money management,2035,92,Finance & Investments,1958,relation,new,male,North America,self-made finance,Financial,Money Management,not inherited
Peter Sondakh,1.5,Indonesia,investments,2035,71,Finance & Investments,1980,owner,new,male,East Asia,self-made finance,Financial,Diversified financial,not inherited
Kenny Troutt,1.5,United States,telecom,2035,73,Telecom,1988,founder,new,male,North America,founder non-finance,Non-Traded Sectors,Media,not inherited
John Van Lieshout,1.5,Australia,real estate,2035,75,Real Estate,0,founder,new,male,North America,self-made finance,Financial,Real Estate,not inherited
Ye Cheng,1.5,China,conglomerate,2035,59,Diversified,1992,chairman,new,male,East Asia,self-made finance,Financial,Diversified financial,not inherited
Zhong Sheng Jian,1.5,Singapore,real estate,2035,63,Real Estate,1993,founder,new,male,East Asia,self-made finance,Financial,Real Estate,not inherited
Farkhad Akhmedov,1.4,Russia,investments,2141,65,Energy,1993,owner,subsidiary,male,Europe,privatized and resources,Resource Related,Energy,not inherited
Alberto Alcocer,1.4,Spain,investments,2141,78,Finance & Investments,1952,owner,aquired,male,Europe,self-made finance,Financial,Diversified financial,not inherited
Mori Arkin,1.4,Israel,pharmaceuticals,2141,68,Healthcare,1983,owner,new,male,Middle East/North Africa,executive,New Sectors,Technology-Medical,not inherited
Louis Bacon,1.4,United States,hedge funds,2141,64,Finance & Investments,1989,founder,new,male,North America,self-made finance,Financial,Hedge funds,not inherited
Angela Bennett,1.4,Australia,mining,2141,77,Metals & Mining,1955,relation,new,female,North America,inherited,Resource Related,Mining and metals,father
Binod Chaudhary,1.4,Nepal,diversified,2141,65,Diversified,1970,relation,new,male,South Asia,self-made finance,Financial,Diversified financial,not inherited
Ana Lucia de Mattos Barretto Villela,1.4,Brazil,banking,2141,47,Finance & Investments,1966,relation,new,female,Latin America,inherited,Financial,Money Management,father
Darwin Deason,1.4,United States,software,2141,80,Service,1988,founder,new,male,North America,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
Jayme Garfinkel,1.4,Brazil,insurance,2141,75,Finance & Investments,1945,Chairman and Chief Executive Officer,new,male,Latin America,inherited,Financial,Money Management,father
Richard Hayne,1.4,United States,Urban Outfitters,2141,73,Fashion & Retail,1970,founder,new,male,North America,founder non-finance,Traded Sectors,Consumer,not inherited
Timothy Headington,1.4,United States,"oil & gas, investments",2141,70,Energy,1978,founder,new,male,North America,privatized and resources,Resource Related,Energy,not inherited
Daniel Hirschfeld,1.4,United States,fashion retail,2141,79,Fashion & Retail,1948,relation,new,male,North America,executive,0,0,not inherited
Johan Johannson,1.4,Norway,grocery stores,2141,54,Fashion & Retail,1866,relation,new,male,Europe,inherited,Non-Traded Sectors,"Retail, Restaurant",father
Sidney Kimmel,1.4,United States,retail,2141,93,Fashion & Retail,1970,founder,new,male,North America,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
Andrei Kosogov,1.4,Russia,Banking,2141,60,Energy,1989,supervisory board or directors,new,male,Europe,privatized and resources,Resource Related,Energy,not inherited
Guilherme Peirao Leal,1.4,Brazil,cosmetics,2141,71,Fashion & Retail,1969,co-chairman,new,male,Latin America,executive,Traded Sectors,Consumer,not inherited
Li Denghai,1.4,China,seed production,2141,71,Food & Beverage,1989,founder,new,male,East Asia,founder non-finance,Traded Sectors,Consumer,not inherited
Anatoly Lomakin,1.4,Russia,investments,2141,68,Metals & Mining,1992,owner,privatization,male,Europe,privatized and resources,Traded Sectors,Consumer,not inherited
Kerr Neilson,1.4,Australia,Investments,2141,71,Finance & Investments,1994,founder,new,male,North America,self-made finance,Financial,Diversified financial,not inherited
Vadim Novinsky,1.4,Ukraine,steel,2141,57,Metals & Mining,1995,owner,new,male,Europe,privatized and resources,Resource Related,Non-consumer industrial,not inherited
Jonathan Oringer,1.4,United States,stock photos,2141,46,Technology,2003,founder,new,male,North America,founder non-finance,Non-Traded Sectors,Media,not inherited
Vito Rodriguez Rodriguez,1.4,Peru,processed milk,2141,82,Diversified,1967,founder,new,male,Latin America,founder non-finance,Traded Sectors,Consumer,not inherited
Airat Shaimiev,1.4,Russia,"refinery, chemicals",2141,59,Energy,1995,owner,new,male,Europe,privatized and resources,Resource Related,Energy,not inherited
Edward Stack,1.4,United States,Dick's Sporting Goods,2141,66,Fashion & Retail,1948,relation,new,male,North America,inherited,Non-Traded Sectors,"Retail, Restaurant",father
Thomas Steyer,1.4,United States,hedge funds,2141,63,Finance & Investments,1986,founder,new,male,North America,self-made finance,Financial,Hedge funds,not inherited
Sukanto Tanoto,1.4,Indonesia,diversified,2141,71,Diversified,1973,founder,new,male,East Asia,self-made finance,Financial,Diversified financial,not inherited
Jim Thompson,1.4,United States,logistics,2141,81,Logistics,1965,founder,new,male,North America,founder non-finance,0,Other,not inherited
Wilma Tisch,1.4,United States,diversified,2141,93,Finance & Investments,1946,relation,new,female,North America,inherited,Financial,Diversified financial,spouse/widow
Sunny Varkey,1.4,India,education,2141,63,Service,1959,chairman,new,male,South Asia,executive,0,Other,not inherited
"Richard Yuengling, Jr.",1.4,United States,beer,2141,78,Food & Beverage,1829,relation,new,male,North America,inherited,Traded Sectors,Consumer,5th generation or longer
Elena Baturina,1.3,Russia,"investments, real estate",2263,58,Construction & Engineering,1991,founder,new,female,Europe,privatized and resources,Non-Traded Sectors,Constrution,not inherited
Oleg Boyko,1.3,Russia,diversified,2263,56,Diversified,1995,founder,new,male,Europe,founder non-finance,Non-Traded Sectors,Media,not inherited
Ana Maria Brescia Cafferata,1.3,Peru,"mining, banking",2263,96,Diversified,1889,relation,new,female,Latin America,inherited,Resource Related,Mining and metals,father
Richard Desmond,1.3,United Kingdom,publishing,2263,69,Media & Entertainment,1974,founder,new,male,Europe,founder non-finance,Non-Traded Sectors,Media,not inherited
Eduardo Eurnekian,1.3,Argentina,"airports, investments",2263,88,Diversified,1988,founder,new,male,Latin America,self-made finance,Financial,Real Estate,not inherited
Ayman Hariri,1.3,Lebanon,"construction, investments",2263,42,Construction & Engineering,1978,relation,aquired,male,Middle East/North Africa,inherited,Non-Traded Sectors,Constrution,father
Eduardo Hochschild,1.3,Peru,mining,2263,57,Metals & Mining,1911,relation,new,male,Latin America,inherited,Resource Related,Mining and metals,3rd generation
Michael Krasny,1.3,United States,retail,2263,67,Technology,1984,founder,new,male,North America,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
Mangal Prabhat Lodha,1.3,India,real estate,2263,65,Real Estate,1980,founder,new,male,South Asia,self-made finance,Financial,Real Estate,not inherited
Yoshiko Mori,1.3,Japan,real estate,2263,80,Real Estate,1959,relation,new,female,East Asia,inherited,Non-Traded Sectors,Constrution,spouse/widow
Ranjan Pai,1.3,India,education,2263,48,Service,1953,relation,new,male,South Asia,inherited,0,Other,3rd generation
Lily Safra,1.3,Monaco,banking,2263,83,Finance & Investments,1955,relation,new,female,Europe,inherited,Financial,Money Management,spouse/widow
Nobutada Saji,1.3,Japan,beverages,2263,75,Food & Beverage,1899,relation,new,male,East Asia,inherited,Traded Sectors,Consumer,3rd generation
Thomas Sandell,1.3,Sweden,hedge funds,2263,60,Finance & Investments,1988,founder,new,male,Europe,self-made finance,Financial,Hedge funds,not inherited
Gerald Schwartz,1.3,Canada,finance,2263,79,Finance & Investments,1983,founder,new,male,North America,self-made finance,Financial,Money Management,not inherited
Anatoly Sedykh,1.3,Russia,steel pipes,2263,56,Metals & Mining,1999,founder,new,male,Europe,privatized and resources,Resource Related,Non-consumer industrial,not inherited
Radik Shaimiev,1.3,Russia,"refinery, chemicals",2263,56,Energy,1995,owner,new,male,Europe,privatized and resources,Resource Related,Energy,not inherited
Ron Sim,1.3,Singapore,retail,2263,62,Fashion & Retail,1980,founder,new,male,East Asia,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
Joop van den Ende,1.3,Netherlands,TV shows,2263,79,Media & Entertainment,1993,founder,new,male,Europe,founder non-finance,Non-Traded Sectors,Media,not inherited
Wei Shaojun,1.3,China,real estate,2263,58,Real Estate,1995,founder,new,male,East Asia,self-made finance,Financial,Real Estate,not inherited
Farris Wilks,1.3,United States,natural gas,2263,69,Energy,2002,founder,new,male,North America,privatized and resources,Resource Related,Energy,not inherited
Yang Keng,1.3,China,real estate,2263,60,Real Estate,0,chairman,new,male,East Asia,self-made finance,Financial,Real Estate,not inherited
Luis Enrique Yarur Rey,1.3,Chile,banking,2263,70,Finance & Investments,1937,relation,new,male,Latin America,inherited,Financial,Money Management,father
Zhou Chengjian,1.3,China,fashion retail,2263,55,Fashion & Retail,1986,founder,new,male,East Asia,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
Aras Agalarov,1.2,Russia,real estate,2378,65,Fashion & Retail,1998,founder,new,male,Europe,self-made finance,Financial,Real Estate,not inherited
Syed Mokhtar AlBukhary,1.2,Malaysia,"engineering, energy, construction",2378,69,Construction & Engineering,1911,owner,privatization,male,East Asia,privatized and resources,Financial,Diversified financial,not inherited
Thomas Bailey,1.2,United States,money management,2378,84,Finance & Investments,1969,founder,new,male,North America,self-made finance,Financial,Money Management,not inherited
Cao Kejian,1.2,China,air compressors,2378,58,Manufacturing,1956,chairman,privatization,male,East Asia,privatized and resources,Traded Sectors,Non-consumer industrial,not inherited
Chen Tianqiao,1.2,China,online games,2378,47,Technology,1999,founder,new,male,East Asia,founder non-finance,New Sectors,Technology-Computer,not inherited
Diego Della Valle,1.2,Italy,shoes,2378,67,Fashion & Retail,1920,relation,new,male,Europe,executive,Non-Traded Sectors,"Retail, Restaurant",not inherited
Aydin Dogan,1.2,Turkey,media,2378,84,Media & Entertainment,1961,founder,new,male,Middle East/North Africa,founder non-finance,Non-Traded Sectors,Media,not inherited
Gabriel Escarrer,1.2,Spain,hotels,2378,86,Service,1956,founder,new,male,Europe,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
Gleb Fetisov,1.2,Russia,investments,2378,54,Telecom,1989,owner,new,male,Europe,executive,Non-Traded Sectors,Media,not inherited
Dan Gertler,1.2,Israel,mining,2378,47,Metals & Mining,1996,founder,new,male,Middle East/North Africa,privatized and resources,Resource Related,Mining and metals,not inherited
Mehmet Nazif Gunal,1.2,Turkey,"tourism, construction",2378,73,Diversified,1976,founder,new,male,Middle East/North Africa,founder non-finance,Non-Traded Sectors,Constrution,not inherited
Stelios Haji-Ioannou,1.2,Cyprus,EasyJet,2378,54,Service,1995,founder,new,male,Europe,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
Liu Baolin,1.2,China,pharmacies,2378,67,Fashion & Retail,1985,chairman,new,male,East Asia,executive,New Sectors,Technology-Medical,not inherited
Andrei Molchanov,1.2,Russia,construction materials,2378,49,Construction & Engineering,1993,founder,privatization,male,Europe,privatized and resources,Non-Traded Sectors,Constrution,not inherited
Murdaya Poo,1.2,Indonesia,diversified,2378,80,Diversified,1988,founder,new,male,East Asia,privatized and resources,Financial,Diversified financial,not inherited
Michael Price,1.2,United States,investments,2378,68,Finance & Investments,2001,founder,new,male,North America,self-made finance,Financial,Diversified financial,not inherited
Andrei Rappoport,1.2,Russia,investments,2378,57,Finance & Investments,1991,founder,aquired,male,Europe,self-made finance,Financial,Diversified financial,not inherited
Boris Rotenberg,1.2,Russia,"construction, pipes, chemicals",2378,64,Construction & Engineering,1930,owner,"new, privitization",male,Europe,privatized and resources,Non-Traded Sectors,Constrution,not inherited
Hajime Satomi,1.2,Japan,"video games, pachinko",2378,79,Gambling & Casinos,1975,founder,new,male,East Asia,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
Albert Shigaboutdinov,1.2,Russia,"refinery, chemicals",2378,68,Diversified,1995,owner,new,male,Europe,privatized and resources,Resource Related,Energy,not inherited
Michael Steinhardt,1.2,United States,hedge funds,2378,80,Finance & Investments,1967,founder,new,male,North America,self-made finance,Financial,Money Management,not inherited
Rustem Sulteev,1.2,Russia,"refinery, chemicals",2378,67,Energy,1991,founder,new,male,Europe,privatized and resources,Resource Related,Energy,not inherited
Thongma Vijitpongpun,1.2,Thailand,real estate,2378,63,Real Estate,1993,founder,new,male,East Asia,self-made finance,Financial,Real Estate,not inherited
Allan Wong,1.2,Hong Kong,electronics,2378,71,Manufacturing,1976,founder,new,male,East Asia,founder non-finance,New Sectors,Technology-Computer,not inherited
Eduardo Belmont Anderson,1.1,Peru,cosmetics,2524,75,Fashion & Retail,1988,founder,new,male,Latin America,founder non-finance,Traded Sectors,Consumer,not inherited
Thomas Bruch,1.1,Germany,retail,2524,70,Fashion & Retail,1828,relation,new,male,Europe,inherited,Non-Traded Sectors,"Retail, Restaurant",5th generation or longer
Charles Dunstone,1.1,United Kingdom,mobile phones,2524,57,Telecom,1989,founder,new,male,Europe,founder non-finance,Traded Sectors,Consumer,not inherited
Soichiro Fukutake,1.1,Japan,education,2524,75,Service,1955,relation,new,male,East Asia,inherited,0,Other,father
Anne Gittinger,1.1,United States,Nordstrom department stores,2524,85,Fashion & Retail,1901,relation,new,female,North America,inherited,Non-Traded Sectors,"Retail, Restaurant",3rd generation
Polys Haji-Ioannou,1.1,Cyprus,EasyJet,2524,61,Service,1995,owner,new,male,Europe,executive,Non-Traded Sectors,"Retail, Restaurant",not inherited
Mohammed Ibrahim,1.1,United Kingdom,communications,2524,74,Telecom,1998,founder,new,male,Europe,founder non-finance,Non-Traded Sectors,Media,not inherited
Mitchell Jacobson,1.1,United States,industrial equipment,2524,70,Service,1941,relation,new,male,North America,inherited,Traded Sectors,Non-consumer industrial,father
Lim Hariyanto Wijaya Sarwono,1.1,Indonesia,"palm oil, nickel mining",2524,92,Energy,1996,founder,new,male,East Asia,privatized and resources,Resource Related,Mining and metals,not inherited
Low Tuck Kwong,1.1,Indonesia,coal,2524,72,Energy,1973,founder,new,male,East Asia,privatized and resources,Resource Related,Mining and metals,not inherited
Yasseen Mansour,1.1,Egypt,diversified,2524,59,Diversified,1952,relation,new,male,Middle East/North Africa,inherited,Financial,Diversified financial,father
Bruce Nordstrom,1.1,United States,Nordstrom department stores,2524,87,Fashion & Retail,1901,relation,new,male,North America,inherited,Non-Traded Sectors,"Retail, Restaurant",3rd generation
Madeleine Olsson Ericksson,1.1,Sweden,diversified,2524,76,Diversified,1939,relation,new,female,Europe,inherited,Financial,Diversified financial,father
Chanchai Ruayrungruang,1.1,China,real estate,2524,67,Real Estate,1984,founder,new,male,East Asia,founder non-finance,Traded Sectors,Consumer,not inherited
Yoshikazu Tanaka,1.1,Japan,social network,2524,44,Technology,2004,founder,new,male,East Asia,founder non-finance,New Sectors,Technology-Computer,not inherited
Hary Tanoesoedibjo,1.1,Indonesia,media,2524,55,Media & Entertainment,1989,founder,aquired,male,East Asia,founder non-finance,Non-Traded Sectors,Media,not inherited
Mehmet Sinan Tara,1.1,Turkey,construction,2524,62,Construction & Engineering,1957,relation,new,male,Middle East/North Africa,inherited,Non-Traded Sectors,Constrution,father
Wang Kunxiao,1.1,China,oilfield equipment,2524,51,Manufacturing,1997,founder,new,male,East Asia,privatized and resources,Resource Related,Energy,not inherited
